Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x503f,18180.43,1725.0358333333334,9,9,17,9,"Auto Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",61,20,8.6,14.0,Bad,2329.29,23.002023341598843,14 Years and 6 Months,Yes,116.08159431872198,26.2789831895105,High_spent_Medium_value_payments,280.1430058251009,2025-01-01
CUS_0x50af,27311.97,2348.9975,5,3,20,4,"Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",29,18,16.04,6.0,_,606.78,26.20613162813241,30 Years and 11 Months,Yes,88.73805411002616,93.74827604157647,Low_spent_Medium_value_payments,332.4134198483974,2025-01-01
CUS_0x512d,83075.64,7015.97,6,4,16,1,Not Specified,25,12,18.49,5.0,Standard,1466.97,30.7698135315582,24 Years and 0 Months,Yes,56.76375399475975,183.71876611108243,Low_spent_Large_value_payments,731.1144798941579,2025-01-01
CUS_0x51de,66553.95000000001,5581.162500000001,7,4,17,3,"Debt Consolidation Loan, Payday Loan, and Auto Loan",30,17,11.59,6.0,Standard,574.55,38.68896532790304,10 Years and 4 Months,Yes,134.75394160071303,67.20471953402887,High_spent_Medium_value_payments,606.1575888652583,2025-01-01
CUS_0x526a,34317.21,2702.7675,3,6,18,2,"Auto Loan, and Home Equity Loan",28,20,18.82,13.0,_,1164.47,25.86405480249992,6 Years and 11 Months,NM,53.4566522969112,180.64462121852875,Low_spent_Small_value_payments,326.17547648456,2025-01-01
CUS_0x52c3,18763.21,1752.6008333333332,8,6,30,5_,"Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Debt Consolidation Loan",17,13,8.22,12.0,Standard,2286.73,37.176542614449176,13 Years and 0 Months,Yes,73.56399934139769,42.81547866872473,High_spent_Medium_value_payments,308.88060532321094,2025-01-01
CUS_0x5313,9584.875,643.7395833333334,5,1181,12,6,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Student Loan",12,20,12.65,6.0,Standard,1414.03,34.05378564065493,14 Years and 8 Months,Yes,24.708538812370893,32.054459116310056,Low_spent_Small_value_payments,297.61096040465236,2025-01-01
CUS_0x532a,56643.04,4479.253333333333,6,5,8,1433,"Mortgage Loan, and Student Loan",10,12,11.27,8.0,Standard,1254.91,30.75708170240296,25 Years and 0 Months,No,76.55115343481536,301.5372547918443,Low_spent_Small_value_payments,359.8369251066737,2025-01-01
CUS_0x533e,49316.19,3848.6825,7,8,20,2,"Credit-Builder Loan, and Not Specified",55,20,10.4,12.0,Bad,2080.28,37.18994304716488,15 Years and 9 Months,Yes,50.29793050297292,457.62229829125647,Low_spent_Small_value_payments,166.9480212057706,2025-01-01
CUS_0x5352,15375.09,1572.2575,6,4,26,9,"Home Equity Loan, Personal Loan, Payday Loan, Student Loan, Payday Loan, Personal Loan, Personal Loan, Not Specified, and Payday Loan",54,18,22.65,9.0,_,4649.41,26.04925054873997,4 Years and 0 Months,NM,81.43213754670117,202.3610473721761,Low_spent_Small_value_payments,163.43256508112273,2025-01-01
CUS_0x537e,68088.15,5842.0125,7,7,10,1,Personal Loan,6,21,4.25,2.0,Standard,1429.03,30.9361270806954,21 Years and 10 Months,No,42.3937692192461,472.28291773764585,Low_spent_Large_value_payments,339.52456304310795,2025-01-01
CUS_0x53f7,62773.2,5370.099999999999,3,4,19,2,"Payday Loan, and Mortgage Loan",5,6,11.22,7.0,Standard,746.09,23.834945204644463,28 Years and 3 Months,Yes,92.25412507312004,200.72614541445483,High_spent_Small_value_payments,530.68586931823,2025-01-01
CUS_0x54b,55209.81,4303.8175,5,3,23,7,"Payday Loan, Credit-Builder Loan, Payday Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",30,14,10.41,6.0,Standard,1922.82,33.10628553328898,14 Years and 6 Months,Yes,231.9278112182,334.0392572040866,Low_spent_Large_value_payments,134.41468157771334,2025-01-01
CUS_0x54d0,36641.86,3008.488333333333,6,6,15,2,"Mortgage Loan, and Student Loan",34,14,_,7.0,_,1467.95,35.12167465463968,29 Years and 11 Months,Yes,37.41635945922898,38.75859903145891,High_spent_Large_value_payments,464.67387484264543,2025-01-01
CUS_0x54e8,17501.4,1351.45,9,6,29,2,"Student Loan, and Debt Consolidation Loan",60,18,_,7.0,Standard,1389.53,35.22322761252385,5 Years and 10 Months,Yes,24.579207331263035,__10000__,Low_spent_Large_value_payments,272.5605669870474,2025-01-01
CUS_0x5522,9058.045,643.8370833333332,6,9,24,5,"Payday Loan, Mortgage Loan, Mortgage Loan, Not Specified, and Not Specified",33,16,4.03,469.0,Bad,1338.74,25.132724775572363,20 Years and 0 Months,Yes,28.629528192320343,73.82741960790702,Low_spent_Small_value_payments,251.926760533106,2025-01-01
CUS_0x556,19765.86_,1613.155,10,9,34,7,"Credit-Builder Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, and Home Equity Loan",22,24,23.47,11.0,_,4533.38,22.68377441204975,3 Years and 0 Months,NM,59.25746530598872,106.45684966567173,Low_spent_Small_value_payments,285.6011850283396,2025-01-01
CUS_0x5672,173994.28,14596.523333333333,0,4,5,3,"Credit-Builder Loan, Not Specified, and Not Specified",6,10,11.04,7.0,Good,714.69,38.12710452357511,15 Years and 9 Months,No,242.1055824624513,419.585529118488,High_spent_Medium_value_payments,893.4004115257209,2025-01-01
CUS_0x578b,8002.575,644.88125,6,9,29,2,"Not Specified, and Mortgage Loan",21,22,3.51,7.0,Bad,1699.99,30.008353738974787,17 Years and 5 Months,Yes,8.056869187502574,11.190002421814947,High_spent_Medium_value_payments,295.24125339068246,2025-01-01
CUS_0x586c,34534.82,3165.901666666666,3,6,8,-100,Credit-Builder Loan,3,5,1.16,8.0,_,132.98,37.74814682243525,31 Years and 11 Months,No,23.39463467832328,88.72517036758707,Low_spent_Medium_value_payments,360.02490005495173,2025-01-01
CUS_0x58b2,120696.88,10331.073333333334,8,5,5364,0,,14,8,8.91,7.0,Good,489.04,44.250855655669575,23 Years and 3 Months,No,0.0,364.41373407331713,High_spent_Medium_value_payments,918.6935992600163,2025-01-01
CUS_0x58d7,68538.88,5562.573333333334,3,3,12,0,,14,18,5.32,3.0,_,152.38,37.3468818343104,27 Years and 9 Months,No,0.0,76.69826814162292,High_spent_Medium_value_payments,729.5590651917105,2025-01-01
CUS_0x5905,36597.55_,2988.7958333333336,3,4,11,-100,,16,14,16.86,7.0,Standard,983.51,23.53095585821756,31 Years and 10 Months,Yes,0.0,122.75980112940044,High_spent_Small_value_payments,436.11978220393286,2025-01-01
CUS_0x5946,30662.18_,2661.181666666667,5,5,12,0,,7,14,0.75,4.0,Good,887.8,28.391381379524606,18 Years and 6 Months,No,0.0,95.33697781237902,!@9#%8,430.78118885428773,2025-01-01
CUS_0x59bd,18823.32,1423.61,8,5,16,8,"Credit-Builder Loan, Not Specified, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",32,21,4.87,10.0,Bad,2643.36,34.599923173149605,6 Years and 5 Months,Yes,103.09732991756935,96.40031194011566,Low_spent_Small_value_payments,232.86335814231492,2025-01-01
CUS_0x5a0f,15434.1,1288.175,7,10,31,9,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Not Specified, Not Specified, and Payday Loan",30,17,18.57,8.0,Bad,4378.25,35.4954673334022,3 Years and 9 Months,Yes,108.05150532401744,45.84655055414228,Low_spent_Small_value_payments,264.91944412184034,2025-01-01
CUS_0x5a83,81049.77,6817.1475,7,6,7,2,"Auto Loan, and Payday Loan",29,16,7.86,5.0,Good,417.22,28.93851695166777,16 Years and 2 Months,No,72.01693628307022,588.6946740963792,Low_spent_Medium_value_payments,547.6880842810758,2025-01-01
CUS_0x5a88,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,9,7.72,6.0,Standard,1571.84_,33.963480135830025,19 Years and 11 Months,Yes,234.8938354064848,__10000__,High_spent_Large_value_payments,437.4696070848662,2025-01-01
CUS_0x5b37,9159.02,887.2516666666667,6,8,18,4,"Home Equity Loan, Student Loan, Personal Loan, and Home Equity Loan",27,15,8.6,655.0,Standard,1554.94,31.82538165235316,11 Years and 9 Months,Yes,22.089189728833915,94.52385453927431,Low_spent_Small_value_payments,262.11212239855837,2025-01-01
CUS_0x5b61,33061.2,2621.1,3,6,12,0_,,6,5,11.95,8.0,Good,918.01,33.966974113485534,33 Years and 2 Months,No,0.0,163.13380342854478,Low_spent_Small_value_payments,388.9761965714552,2025-01-01
CUS_0x5b8,70342.3_,5838.858333333334,7,6,16,-100,"Debt Consolidation Loan, and Payday Loan",20,10,8.5,5.0,Standard,180.38,26.856513232405447,23 Years and 11 Months,Yes,96.62912345930988,221.6754844440752,High_spent_Medium_value_payments,515.5812254299484,2025-01-01
CUS_0x5b8c,97536.09,8255.0075,2,4,2,2,"Payday Loan, and Mortgage Loan",11,8,1.91,1.0,Good,791.0,37.37143646275587,18 Years and 10 Months,NM,98.9737083902084,729.8949137931756,Low_spent_Large_value_payments,266.63212781661605,2025-01-01
CUS_0x5c2c,38894.06,3010.171666666666,8,10,32,7,"Not Specified, Not Specified, Not Specified, Payday Loan, Auto Loan, Payday Loan, and Student Loan",22,22,21.29,10.0,Bad,3997.22,34.671161439200624,6 Years and 4 Months,NM,215.595711279718,390.5102907590769,Low_spent_Small_value_payments,271.85692863056016,2025-01-01
CUS_0x5cb6,11115.32,648.2766666666666,7,3,8,4,"Credit-Builder Loan, Student Loan, Student Loan, and Credit-Builder Loan",28,11,15.38,4.0,Standard,1138.26,27.52048109861405,13 Years and 11 Months,Yes,31.910853821391512,55.00765408700778,Low_spent_Medium_value_payments,257.9091587582674,2025-01-01
CUS_0x5d14,38387.94,3079.995000000001,8,5,19,8,"Debt Consolidation Loan, Payday Loan, Payday Loan, Auto Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, and Student Loan",55,25,27.2,11.0,Bad,3862.45,32.262615692930844,7 Years and 11 Months,Yes,171.74298230710704,88.67521224880142,Low_spent_Large_value_payments,317.5813054440916,2025-01-01
CUS_0x5d5,15067.08,1325.59,7,5,16,5,"Mortgage Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",24,16,23.81,9.0,Bad,3980.49,24.43858852650084,14 Years and 4 Months,Yes,42.66800030832207,171.02970013908399,Low_spent_Small_value_payments,208.86129955259395,2025-01-01
CUS_0x5d67,39136.42,3512.3683333333333,4,3,4,0,,13,0,12.29,2.0,Good,493.42,37.45061891511606,17 Years and 5 Months,No,0.0,55.28382262094786,High_spent_Medium_value_payments,545.9530107123854,2025-01-01
CUS_0x5d6a,66074.92,5221.243333333333,8,6,32,6,"Not Specified, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Not Specified",59,22,1.27,16.0,Bad,2057.22,25.012372126652693,7 Years and 9 Months,Yes,217.62140211529203,274.43648344747584,Low_spent_Small_value_payments,167.77999732862014,2025-01-01
CUS_0x5da7,40363.74,3147.645,7,5,5,4,"Personal Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",7,16,1.14,3.0,_,1141.15,40.1943333227654,20 Years and 6 Months,No,111.58191590441592,26.68778842175148,!@9#%8,416.49479567383264,2025-01-01
CUS_0x5df9,100188.84,7960.981896746023,1756,3,12,2,"Debt Consolidation Loan, and Not Specified",24,19,19.73,6.0,Standard,282.08,32.94643676650127,17 Years and 8 Months,Yes,617.2919555595514,583.8348941584873,Low_spent_Medium_value_payments,422.86825353593764,2025-01-01
CUS_0x5e17,19795.52,1662.6266666666668,7,10,34,8,"Mortgage Loan, Home Equity Loan, Personal Loan, Payday Loan, Not Specified, Student Loan, Payday Loan, and Payday Loan",14,21,22.79,15.0,Bad,3135.02,29.8848322848837,2 Years and 10 Months,Yes,130.47547071749042,176.07363706159992,Low_spent_Small_value_payments,149.71355888757637,2025-01-01
CUS_0x5ec2,20560.13,1881.344166666667,6,4,10,4,"Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",21,11,2.65,3.0,_,475.64,34.619826380311025,32 Years and 2 Months,Yes,65.43230628603193,34.36146307213852,High_spent_Medium_value_payments,338.34064730849616,2025-01-01
CUS_0x5ed2,9968.5,1123.7083333333337,8,6,31,6,"Personal Loan, Not Specified, Home Equity Loan, Not Specified, Not Specified, and Payday Loan",27,24,1.38,6.0,Bad,1756.54,29.25188588010198,20 Years and 2 Months,Yes,34.811324149680125,__10000__,Low_spent_Small_value_payments,301.40413933616964,2025-01-01
CUS_0x5edc,45488.94,3861.745,6,5,18,7,"Auto Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Student Loan",58,12,7.77,10.0,_,2241.07,38.2043670788784,8 Years and 11 Months,NM,185.7968833109894,251.2807320349613,High_spent_Small_value_payments,209.09688465404946,2025-01-01
CUS_0x5f05,35733.38,2807.7816666666663,8,7,20,6,"Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",31,25_,27.75,8.0,_,2704.05,40.68900801979986,3 Years and 4 Months,Yes,163.78901863133018,34.2503448352492,High_spent_Medium_value_payments,332.73880320008726,2025-01-01
CUS_0x5f22,93373.68,7879.1399999999985,5,7,7,2,"Auto Loan, and Mortgage Loan",18,16,18.8,4.0,Standard,1067.59,29.3800546778244,32 Years and 11 Months,Yes,137.25148491642315,331.45391767945614,High_spent_Medium_value_payments,569.2085974041207,2025-01-01
CUS_0x5f49,16509.01,1412.750833333333,7,7,23,8,"Mortgage Loan, Student Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Auto Loan",19,25,8.24,9.0,Bad,1591.92,23.79940453415379,16 Years and 8 Months,Yes,76.1798667536667,59.532608987833,!@9#%8,285.5626075918336,2025-01-01
CUS_0x5fab,48254.04,4215.17,3,6,16,3,"Payday Loan, Debt Consolidation Loan, and Auto Loan",26,11,16.92,8.0,Standard,210.78,35.16302081960265,24 Years and 11 Months,NM,72.33336183783064,209.39762577724443,High_spent_Small_value_payments,399.786012384925,2025-01-01
CUS_0x5fde,19426.81,1397.9008333333334,7,6,19,4,"Auto Loan, Personal Loan, Payday Loan, and Home Equity Loan",16,16,10.28,7.0,Standard,658.69,40.48643316590733,20 Years and 8 Months,Yes,54.99719804046443,16.076351545308768,High_spent_Medium_value_payments,318.7165337475601,2025-01-01
CUS_0x600e,120030.68,9972.556666666664,7,6,7,1,Personal Loan,21,11,4.28,9.0,Standard,1247.79,31.90827880357973,21 Years and 2 Months,No,91.3113647072744,232.2785274590801,High_spent_Small_value_payments,933.6657745003122,2025-01-01
CUS_0x60c3,70291.16,5428.547725531466,3,5,13,4,"Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, and Home Equity Loan",15,16_,9.92,1906.0,Standard,449.09,35.217949748120034,23 Years and 5 Months,No,623.2478902104775,148.6014932989099,!@9#%8,581.1592242924802,2025-01-01
CUS_0x614f,44624.66,3696.721666666667,1,7,4,0,,1,0,3.46,2.0,Good,186.89,26.623513674920726,33 Years and 2 Months,No,0.0,59.776947322771605,High_spent_Large_value_payments,549.8952193438952,2025-01-01
CUS_0x61a7,33785.2,2713.433333333333,4,6,14,3,"Debt Consolidation Loan, Not Specified, and Payday Loan",19,20,18.18,7.0,Standard,1588.18,36.5786970628774,7 Years and 0 Months,Yes,59.13881949115839,366.05543195295235,Low_spent_Small_value_payments,136.14908188922257,2025-01-01
CUS_0x6211,33643.76,2835.646666666667,10,8,17,2,"Payday Loan, and Debt Consolidation Loan",54,14_,13.69,13.0,Standard,2379.75,36.99451032765757,13 Years and 11 Months,Yes,36.68171541801157,73.5431843575069,High_spent_Small_value_payments,433.3397668911482,2025-01-01
CUS_0x6244,69707.31,5608.9425,6,6,12,2,"Personal Loan, and Credit-Builder Loan",17,10,3.99,3.0,Standard,9.65,36.8109479554741,26 Years and 9 Months,No,108.4791012032323,147.1597405011268,High_spent_Medium_value_payments,555.255408295641,2025-01-01
CUS_0x62cd,33206.26,2519.188333333333,0,3,7,1,Debt Consolidation Loan,5,12,9.2,3.0,_,1027.77,30.015083575856305,26 Years and 5 Months,No,17.962555966042835,46.177518123132685,High_spent_Small_value_payments,447.7787592441578,2025-01-01
CUS_0x63b1,100686.12_,8680.51,6,3,9,3,"Payday Loan, Student Loan, and Auto Loan",18,16,_,4.0,Standard,91.91,29.44393772035296,18 Years and 10 Months,NM,234.0551773949049,81.99036140624692,High_spent_Large_value_payments,792.0054611988481,2025-01-01
CUS_0x63c,56062.22,4680.8516666666665,4,4,8,6,"Not Specified, Payday Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",28,14,25.4,7.0,Standard,186.61,31.2521743067186,17 Years and 11 Months,NM,175.6312767077393,119.09699933717104,High_spent_Medium_value_payments,423.35689062175635,2025-01-01
CUS_0x647e,11688.93_,1239.0775,6,7,19,4_,"Mortgage Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",21,10,5.3,7.0,Standard,1066.48,35.70398661918758,29 Years and 3 Months,No,31.782137701650854,105.55068229750404,Low_spent_Large_value_payments,256.5749300008451,2025-01-01
CUS_0x648a,47733.06,3789.755,7,5,31,6,"Not Specified, Debt Consolidation Loan, Auto Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",61,20,5.1,12.0,Bad,1660.86,38.89672221657936,19 Years and 2 Months,Yes,207.5197164859389,85.05672252797856,High_spent_Medium_value_payments,336.3990609860825,2025-01-01
CUS_0x6492,72219.48,5544.37750188706,9,6,18,9,"Payday Loan, Mortgage Loan, Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,24,24.77,8.0,Bad,3456.15,35.719469515109225,9 Years and 2 Months,Yes,734.5989922041559,466.2489961979308,Low_spent_Large_value_payments,205.86661458468586,2025-01-01
CUS_0x6504,77019.08,6138.256666666667,3,6,10,-100,"Not Specified, Not Specified, and Not Specified",2,6,9.42,4.0,Good,1316.96,29.876462078875804,26 Years and 5 Months,No,168.60958493568816,150.2974272675257,High_spent_Large_value_payments,534.9186544634529,2025-01-01
CUS_0x65c0,32029.98,2588.165,2,5,4,3,"Not Specified, Payday Loan, and Auto Loan",8,5,11.11,0.0,Good,451.72,30.420034141004308,30 Years and 7 Months,No,66.40043249696937,35.15073157078743,High_spent_Large_value_payments,397.26533593224326,2025-01-01
CUS_0x65fe,7423.97,881.6641666666667,5,8,21,3,"Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",25,16,16.95,14.0,Standard,2030.53,29.19080983043248,9 Years and 8 Months,Yes,17.33751298977046,45.5923107019679,High_spent_Small_value_payments,285.2365929749283,2025-01-01
CUS_0x6603,88581.48,7438.79,3,7,3,0_,,25,16,1.23,3.0,Good,928.99,37.06671258805512,32 Years and 11 Months,No,0.0,490.498373582426,Low_spent_Large_value_payments,523.380626417574,2025-01-01
CUS_0x665a,33022.7,3020.8916666666664,6,6,18,2,"Student Loan, and Student Loan",29,24,7.26,7.0,_,2432.08,29.70859438748167,6 Years and 11 Months,Yes,39.65054684023061,164.583357868279,High_spent_Small_value_payments,357.85526195815703,2025-01-01
CUS_0x6689,35996.23,2800.685833333333,4,6,17,6,"Not Specified, Credit-Builder Loan, Auto Loan, Not Specified, Not Specified, and Payday Loan",13,17,16.81,7.0,Standard,767.11,40.28621908159444,15 Years and 6 Months,Yes,143.52682577799058,213.8300702165208,Low_spent_Small_value_payments,212.71168733882203,2025-01-01
CUS_0x66c4,34106.58,3126.215,8,9,26,5,"Home Equity Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Payday Loan",23,19,18.12,9.0,Standard,1672.04,35.17403163435243,20 Years and 0 Months,Yes,110.89162780657948,121.42364484631679,Low_spent_Medium_value_payments,360.30622734710363,2025-01-01
CUS_0x66eb,114364.52,9692.376666666669,2,3,3,4,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Debt Consolidation Loan",2,1,3.83,4.0,Good,382.57,31.19312113623655,32 Years and 5 Months,No,249.3689573281304,930.5120449082724,Low_spent_Small_value_payments,79.35666443026413,2025-01-01
CUS_0x6821,34105.84,3093.153333333333,10,5,19,7,"Student Loan, Not Specified, Student Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Not Specified",44,25,3.22,13.0,_,3084.2,23.631219706696267,14 Years and 8 Months,Yes,143.12771149957888,222.5223421716859,Low_spent_Large_value_payments,213.6652796620685,2025-01-01
CUS_0x6827,9547.825,839.6520833333334,7,7,28,5,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",29,22,15.19,13.0,Bad,2630.75,30.16388576262357,14 Years and 9 Months,Yes,26.82664364488001,53.427426359734866,Low_spent_Small_value_payments,293.71113832871845,2025-01-01
CUS_0x682f,74647.4,6327.616666666666,6,5,20,6_,"Not Specified, Not Specified, Not Specified, Mortgage Loan, Student Loan, and Auto Loan",52,17,26.16,13.0,Bad,4167.43,34.936324684015624,13 Years and 10 Months,NM,309.5754020995854,130.46824328757367,High_spent_Large_value_payments,432.7180212795076,2025-01-01
CUS_0x6891,132325.88,10961.156666666668,6,5,8,2,"Personal Loan, and Credit-Builder Loan",25,13,3.43,4.0,Standard,554.27,30.18696500953559,32 Years and 3 Months,No,175.7895143326641,146.34417526518126,!@9#%8,1013.9819770688216,2025-01-01
CUS_0x6895,35064.5,2949.041666666666,10,7,33,7,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Student Loan, and Not Specified",38,20,18.54,15.0,_,2543.44,36.4007150043408,9 Years and 5 Months,Yes,132.2560664105901,110.97611714437487,!@9#%8,321.67198311170165,2025-01-01
CUS_0x68af,81769.35,6995.1125,7,5,13,4,"Mortgage Loan, Mortgage Loan, Home Equity Loan, and Personal Loan",15,14,2.27,0.0,Standard,535.75,32.730242899390895,17 Years and 2 Months,No,183.27709711853663,75.86811372123715,High_spent_Large_value_payments,680.3660391602263,2025-01-01
CUS_0x68f6,32187.36,2423.28,4,3,9,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",6,14,1.4,7.0,Good,366.87,28.92782502961889,27 Years and 9 Months,No,106.82193945361178,117.82289900468464,High_spent_Small_value_payments,277.6831615417036,2025-01-01
CUS_0x692c,70797.84,5778.82,7,6,4,1,Mortgage Loan,19,9,0.78,6.0,Good,558.26,25.125280944975295,16 Years and 2 Months,No,45.10565736634502,176.7279217349059,High_spent_Medium_value_payments,606.0484208987492,2025-01-01
CUS_0x6997,20297.91,1785.4925,8,8,21,4,"Payday Loan, Not Specified, Credit-Builder Loan, and Not Specified",33,24,10.83,11.0,Bad,1873.81,28.2372775783294,18 Years and 9 Months,Yes,48.7309302250652,233.41544825690417,Low_spent_Small_value_payments,186.40287151803062,2025-01-01
CUS_0x6a0b,73052.94,5909.745,4,4,14,2,"Debt Consolidation Loan, and Debt Consolidation Loan",25,13,1.93,3.0,Standard,583.73,33.266728732399095,26 Years and 8 Months,Yes,64.60393728610639,292.54202672756213,Low_spent_Small_value_payments,523.8285359863314,2025-01-01
CUS_0x6a27,19890.14,1595.5116666666663,3,6,13,2,"Mortgage Loan, and Home Equity Loan",11,18,18.74,10.0,Standard,98.81,29.06791787837757,9 Years and 9 Months,Yes,25.42711832485124,145.4929249577412,Low_spent_Large_value_payments,258.63112338407416,2025-01-01
CUS_0x6ae4,25656.05,2407.0041666666666,4,4,10,0,,17,10,8.3,1.0,Standard,1084.02,25.965293262073985,19 Years and 3 Months,Yes,0.0,133.09198342372758,Low_spent_Small_value_payments,397.60843324293916,2025-01-01
CUS_0x6b3a,31680.74,2670.061666666667,6,6,26,3,"Auto Loan, Home Equity Loan, and Debt Consolidation Loan",20,18,0.56,12.0,_,1280.16,38.4202092221952,8 Years and 2 Months,Yes,72.43564254736741,24.592748761874123,High_spent_Large_value_payments,409.9777753574252,2025-01-01
CUS_0x6b61,16734.13,1429.5108333333335,0,6,6,1,Debt Consolidation Loan,4,7,5.71,0.0,Good,1418.31,37.7179104661439,28 Years and 3 Months,No,15325.0,25.434815523744515,High_spent_Small_value_payments,367.6060797554452,2025-01-01
CUS_0x6bbd,24390.29,1762.5241666666668,3,6,3,3,"Not Specified, Payday Loan, and Student Loan",23,16,4.7,7.0,Good,523.63,33.55843808011981,33 Years and 0 Months,No,37.760895928868734,25.18564523845114,!@9#%8,363.3058754993468,2025-01-01
CUS_0x6bcf,35198.01,2864.1675,3,7,9,2,"Mortgage Loan, and Mortgage Loan",9,11,3.28,3.0,Good,863.31,33.48144549797377,33 Years and 0 Months,No,72001.0,189.9482839035436,Low_spent_Medium_value_payments,332.86164432200155,2025-01-01
CUS_0x6bd,20981.46,1611.455,854,5,6,4,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",9,6,15.02,2.0,_,793.39,26.018833195914503,18 Years and 0 Months,Yes,56745.0,117.48857748593012,Low_spent_Large_value_payments,276.3279665270129,2025-01-01
CUS_0x6bda,42515.6,3447.9666666666667,3,4,11,3,"Personal Loan, Student Loan, and Mortgage Loan",18,13,4.8,761.0,Good,629.75,27.766402428664268,16 Years and 0 Months,NM,103.30266461600232,52.65861871256237,High_spent_Large_value_payments,428.835383338102,2025-01-01
CUS_0x6c9b,17135.68,1628.9733333333334,8,5,18,2_,"Student Loan, and Auto Loan",20,9,18.15,13.0,Standard,1055.36,25.978177719482545,12 Years and 5 Months,Yes,27.65691337084893,37.0565135957688,Low_spent_Large_value_payments,266.54549273165924,2025-01-01
CUS_0x6e6a,32455.1,2973.5916666666667,7,6,13,0,,7,17,12.33,1.0,Standard,817.97,30.75568415117264,28 Years and 9 Months,Yes,0.0,__10000__,High_spent_Medium_value_payments,506.5916168298658,2025-01-01
CUS_0x6e6f,16801.22,1258.1016666666667,9,5,32,5,"Payday Loan, Student Loan, Personal Loan, Personal Loan, and Personal Loan",25,20,14.21,13.0,Standard,2444.84,24.12408820193399,15 Years and 3 Months,NM,55.44876520451511,77.46387706699478,Low_spent_Small_value_payments,282.89752439515684,2025-01-01
CUS_0x6eb2,89995.59_,7546.6325,5,7,5,3,"Student Loan, Student Loan, and Home Equity Loan",23,17,9.25,7.0,Standard,458.81,40.11180012962436,17 Years and 11 Months,Yes,122.20461482312724,149.83346806792406,High_spent_Large_value_payments,722.6251671089489,2025-01-01
CUS_0x6f0,19192.14,1655.345,9,51,21,6,"Personal Loan, Student Loan, Student Loan, Student Loan, Student Loan, and Not Specified",45,17,23.69,11.0,Bad,4207.77,41.29084312928125,12 Years and 4 Months,Yes,65.33850635339675,36.945891300084355,High_spent_Large_value_payments,303.25010234651893,2025-01-01
CUS_0x6f2d,71503.76,5672.6466666666665,3,4,9,3,"Student Loan, Home Equity Loan, and Credit-Builder Loan",20,16,7.37,3.0,Standard,1254.71,32.616942387177325,27 Years and 5 Months,Yes,110.85058407203132,332.1493158370102,Low_spent_Small_value_payments,414.2647667576252,2025-01-01
